Date,Time,Temperature (F),Dew Point (F),Humidity (%),Wind,Wind Speed (mph),Wind Gust (mph),Pressure (in),Precip. (in),Condition
11/2/2023,8:53:00 AM,33,21,61,NNE,9 ,0 ,29.29,0,Fair
11/2/2023,9:53:00 AM,36,21,55,NNE,13 ,0 ,29.32,0,Fair
11/2/2023,10:53:00 AM,37,21,52,NNE,10 ,0 ,29.33,0,Fair
11/2/2023,11:53:00 AM,39,21,49,CALM,0 ,0 ,29.34,0,Fair
11/1/2023,12:53:00 PM,42,21,43,VAR,5 ,0 ,29.34,0,Fair
11/1/2023,1:53:00 PM,45,20,37,NE,9 ,20 ,29.31,0,Fair
11/1/2023,2:53:00 PM,46,19,34,NE,5 ,0 ,29.29,0,Fair
11/1/2023,3:53:00 PM,48,18,30,N,14 ,18 ,29.28,0,Fair
11/1/2023,4:53:00 PM,48,17,29,NE,10 ,0 ,29.28,0,Fair
11/1/2023,5:53:00 PM,47,17,30,NE,5 ,0 ,29.28,0,Fair
11/1/2023,6:53:00 PM,42,18,38,NE,6 ,0 ,29.28,0,Fair
11/1/2023,7:53:00 PM,41,20,43,ENE,3 ,0 ,29.29,0,Fair
11/1/2023,8:53:00 PM,38,21,51,CALM,0 ,0 ,29.31,0,Fair
11/1/2023,9:53:00 PM,40,20,45,N,5 ,0 ,29.31,0,Fair
11/1/2023,10:53:00 PM,33,24,70,E,3 ,0 ,29.32,0,Fair
11/1/2023,11:53:00 PM,32,24,73,NE,5 ,0 ,29.32,0,Fair
11/1/2023,12:53:00 AM,48,42,80,N,8 ,0 ,29.05,0,Cloudy
11/1/2023,1:53:00 AM,47,42,83,NNE,9 ,0 ,29.03,0,Cloudy
11/1/2023,2:53:00 AM,47,41,80,N,8 ,0 ,29.04,0,Cloudy
11/1/2023,3:53:00 AM,47,39,74,NNE,12 ,0 ,29.03,0,Cloudy
11/1/2023,4:53:00 AM,47,39,74,NNE,12 ,0 ,29.04,0,Cloudy
11/1/2023,5:53:00 AM,47,38,71,NNE,13 ,0 ,29.03,0,Cloudy
11/1/2023,6:53:00 AM,46,39,76,NNE,15 ,0 ,29.04,0,Cloudy
11/1/2023,7:53:00 AM,46,39,76,N,9 ,0 ,29.04,0,Cloudy
11/1/2023,8:53:00 AM,46,40,79,N,8 ,0 ,29.05,0,Cloudy
11/1/2023,9:16:00 AM,45,41,86,NNW,9 ,0 ,29.06,0,Cloudy
11/1/2023,9:53:00 AM,45,42,90,N,10 ,0 ,29.06,0,Cloudy
11/1/2023,10:53:00 AM,46,40,79,N,6 ,0 ,29.07,0,Cloudy
10/31/2023,11:01:00 AM,47,41,80,N,8 ,17 ,29.07,0,Cloudy
10/31/2023,11:53:00 AM,47,40,77,NNE,9 ,0 ,29.06,0,Cloudy
10/31/2023,12:53:00 PM,49,40,71,VAR,6 ,0 ,29.06,0,Cloudy
10/31/2023,1:53:00 PM,50,39,66,NNW,5 ,0 ,29.04,0,Cloudy
10/31/2023,2:32:00 PM,51,40,66,NNW,5 ,0 ,29.03,0,Cloudy
10/31/2023,2:53:00 PM,51,38,61,NW,3 ,0 ,29.02,0,Cloudy
10/31/2023,3:53:00 PM,54,38,55,VAR,6 ,0 ,29,0,Mostly Cloudy
10/31/2023,4:53:00 PM,56,34,44,W,9 ,0 ,29,0,Partly Cloudy
10/31/2023,5:53:00 PM,53,30,41,W,12 ,0 ,29.01,0,Partly Cloudy
10/31/2023,6:53:00 PM,51,30,44,W,10 ,0 ,29.03,0,Fair
10/31/2023,7:53:00 PM,49,25,39,WNW,10 ,0 ,29.06,0,Fair
10/31/2023,8:53:00 PM,47,25,42,WNW,8 ,0 ,29.08,0,Fair
10/31/2023,9:53:00 PM,45,25,46,NW,9 ,0 ,29.11,0,Fair
10/31/2023,10:53:00 PM,43,24,47,NNW,14 ,22 ,29.12,0,Fair
10/31/2023,11:53:00 PM,43,22,43,NNW,13 ,0 ,29.14,0,Partly Cloudy
10/31/2023,12:53:00 AM,65,55,70,WSW,6 ,0 ,28.94,0,Partly Cloudy
10/31/2023,1:53:00 AM,63,55,75,SW,6 ,0 ,28.92,0,Fair
10/31/2023,2:53:00 AM,62,55,78,WSW,8 ,0 ,28.91,0,Partly Cloudy
10/31/2023,3:53:00 AM,64,56,75,SW,8 ,0 ,28.91,0,Mostly Cloudy
10/31/2023,4:53:00 AM,64,57,78,WSW,8 ,0 ,28.9,0,Mostly Cloudy
10/31/2023,5:53:00 AM,65,57,75,SW,8 ,0 ,28.9,0,Mostly Cloudy
10/31/2023,6:53:00 AM,65,57,75,SW,8 ,0 ,28.9,0,Fair
10/31/2023,7:53:00 AM,65,59,81,SW,10 ,0 ,28.9,0,Mostly Cloudy
10/31/2023,8:53:00 AM,67,59,76,W,10 ,0 ,28.91,0,Cloudy
10/31/2023,9:53:00 AM,69,59,70,WSW,9 ,0 ,28.91,0,Cloudy
10/31/2023,10:53:00 AM,69,59,70,W,8 ,0 ,28.92,0,Cloudy
10/31/2023,11:53:00 AM,66,58,75,W,14 ,0 ,28.93,0,Cloudy
10/30/2023,12:25:00 PM,63,54,72,WNW,14 ,22 ,28.94,0,Cloudy
10/30/2023,12:53:00 PM,62,53,72,W,14 ,0 ,28.94,0,Cloudy
10/30/2023,1:13:00 PM,61,52,72,W,10 ,0 ,28.95,0,Cloudy
10/30/2023,1:53:00 PM,57,53,87,N,10 ,18 ,28.95,0,Light Rain
10/30/2023,2:30:00 PM,55,52,89,N,9 ,0 ,28.97,0,Light Rain
10/30/2023,2:45:00 PM,54,51,90,NNW,12 ,0 ,28.98,0,Rain
10/30/2023,2:53:00 PM,54,51,90,N,12 ,0 ,28.98,0,Rain
10/30/2023,2:56:00 PM,53,51,93,N,13 ,0 ,28.98,0,Rain
10/30/2023,3:07:00 PM,52,51,97,N,10 ,0 ,28.99,0,Heavy Rain
10/30/2023,3:13:00 PM,52,51,97,N,10 ,0 ,29,0,Light Rain
10/30/2023,3:48:00 PM,52,50,94,NNE,8 ,0 ,29.01,0.1,Light Rain
10/30/2023,3:53:00 PM,51,50,96,N,9 ,0 ,29.01,0.1,Light Rain
10/30/2023,4:17:00 PM,51,50,96,NNE,7 ,0 ,29.01,0,Light Rain
10/30/2023,4:39:00 PM,51,49,92,NNE,8 ,0 ,29.01,0.1,Light Rain
10/30/2023,4:45:00 PM,51,50,96,N,8 ,0 ,29.02,0.1,Light Rain
10/30/2023,4:53:00 PM,51,50,96,NE,7 ,0 ,29.02,0.1,Light Rain
10/30/2023,5:00:00 PM,51,49,92,NE,8 ,0 ,29.02,0,Light Rain
10/30/2023,5:24:00 PM,51,49,92,NNE,7 ,0 ,29.02,0,Light Rain
10/30/2023,5:53:00 PM,50,48,93,NNE,7 ,0 ,29.01,0,Cloudy
10/30/2023,6:18:00 PM,51,47,86,NNE,7 ,0 ,29.01,0,Cloudy
10/30/2023,6:53:00 PM,50,47,89,NNE,8 ,0 ,29.01,0,Cloudy
10/30/2023,7:48:00 PM,50,46,87,N,13 ,20 ,29.03,0,Light Rain
10/30/2023,7:53:00 PM,50,45,83,N,10 ,0 ,29.03,0,Light Rain
10/30/2023,8:49:00 PM,48,45,87,NNW,8 ,0 ,29.05,0,Cloudy
10/30/2023,8:53:00 PM,49,45,86,N,8 ,0 ,29.05,0,Cloudy
10/30/2023,9:53:00 PM,48,45,89,N,7 ,0 ,29.05,0,Cloudy
10/30/2023,10:00:00 PM,48,44,86,N,8 ,0 ,29.05,0,Cloudy
10/30/2023,10:07:00 PM,48,44,86,N,9 ,0 ,29.05,0,Cloudy
10/30/2023,10:53:00 PM,48,43,83,N,9 ,0 ,29.06,0,Cloudy
10/30/2023,11:25:00 PM,48,43,83,N,9 ,0 ,29.06,0,Cloudy
10/30/2023,11:46:00 PM,47,42,83,N,8 ,0 ,29.06,0,Cloudy
10/30/2023,11:53:00 PM,48,42,80,N,12 ,0 ,29.06,0,Cloudy
10/30/2023,12:53:00 AM,70,60,71,SW,7 ,0 ,29.04,0,Cloudy
10/30/2023,1:53:00 AM,70,59,68,SSW,10 ,0 ,29.04,0,Cloudy
10/30/2023,2:53:00 AM,67,58,73,SW,8 ,0 ,29.05,0,Mostly Cloudy
10/30/2023,3:53:00 AM,69,58,68,SSW,9 ,0 ,29.05,0,Partly Cloudy
10/30/2023,4:53:00 AM,69,57,65,SSW,9 ,0 ,29.05,0,Cloudy
10/30/2023,5:53:00 AM,65,57,75,SSW,7 ,0 ,29.05,0,Mostly Cloudy
10/30/2023,6:53:00 AM,63,57,81,SSW,8 ,0 ,29.04,0,Partly Cloudy
10/30/2023,7:53:00 AM,63,56,78,SW,8 ,0 ,29.04,0,Fair
10/30/2023,8:53:00 AM,67,57,70,WSW,8 ,0 ,29.05,0,Fair
10/30/2023,9:53:00 AM,71,57,61,SW,10 ,0 ,29.07,0,Partly Cloudy
10/30/2023,10:53:00 AM,75,57,53,SSW,17 ,0 ,29.07,0,Mostly Cloudy
10/30/2023,11:53:00 AM,77,58,52,SW,14 ,0 ,29.07,0,Partly Cloudy
10/29/2023,12:53:00 PM,78,57,48,SW,14 ,0 ,29.05,0,Mostly Cloudy
10/29/2023,1:53:00 PM,79,57,47,WSW,15 ,0 ,29.01,0,Cloudy
10/29/2023,2:53:00 PM,78,57,48,SW,13 ,0 ,28.99,0,Mostly Cloudy
10/29/2023,3:53:00 PM,78,57,48,WSW,10 ,0 ,28.97,0,Mostly Cloudy
10/29/2023,4:53:00 PM,79,57,47,VAR,7 ,0 ,28.95,0,Cloudy
10/29/2023,5:53:00 PM,76,57,52,WSW,8 ,0 ,28.95,0,Fair
10/29/2023,6:53:00 PM,73,56,55,WSW,7 ,0 ,28.95,0,Fair
10/29/2023,7:53:00 PM,72,56,57,SW,5 ,0 ,28.96,0,Fair
10/29/2023,8:53:00 PM,68,56,65,SSE,3 ,0 ,28.96,0,Fair
10/29/2023,9:53:00 PM,66,56,70,S,5 ,0 ,28.95,0,Fair
10/29/2023,10:53:00 PM,66,56,70,SSE,3 ,0 ,28.95,0,Mostly Cloudy
10/29/2023,11:53:00 PM,66,56,70,SSW,3 ,0 ,28.94,0,Mostly Cloudy
10/29/2023,12:53:00 AM,62,58,86,CALM,0 ,0 ,29.13,0,Fair
10/29/2023,1:53:00 AM,62,58,86,CALM,0 ,0 ,29.13,0,Fair
10/29/2023,2:53:00 AM,60,57,90,CALM,0 ,0 ,29.13,0,Fair
10/29/2023,3:53:00 AM,59,56,90,CALM,0 ,0 ,29.13,0,Fair
10/29/2023,4:53:00 AM,58,55,90,CALM,0 ,0 ,29.14,0,Fair
10/29/2023,5:53:00 AM,58,56,93,CALM,0 ,0 ,29.15,0,Cloudy
10/29/2023,6:53:00 AM,59,57,93,NE,3 ,0 ,29.16,0,Cloudy
10/29/2023,7:53:00 AM,60,57,90,CALM,0 ,0 ,29.16,0,Mostly Cloudy
10/29/2023,8:53:00 AM,63,58,84,CALM,0 ,0 ,29.18,0,Mostly Cloudy
10/29/2023,9:53:00 AM,66,58,75,CALM,0 ,0 ,29.19,0,Mostly Cloudy
10/29/2023,10:53:00 AM,70,59,68,CALM,0 ,0 ,29.18,0,Mostly Cloudy
10/29/2023,11:53:00 AM,74,59,59,SSW,5 ,0 ,29.18,0,Mostly Cloudy
10/28/2023,12:53:00 PM,78,58,50,CALM,0 ,0 ,29.15,0,Fair
10/28/2023,1:53:00 PM,80,59,48,VAR,3 ,0 ,29.12,0,Fair
10/28/2023,2:53:00 PM,82,58,44,VAR,5 ,0 ,29.09,0,Partly Cloudy
10/28/2023,3:53:00 PM,84,58,41,NNE,3 ,0 ,29.06,0,Partly Cloudy
10/28/2023,4:53:00 PM,84,58,41,WNW,3 ,0 ,29.04,0,Fair
10/28/2023,5:53:00 PM,81,58,45,W,3 ,0 ,29.03,0,Cloudy
10/28/2023,6:53:00 PM,78,59,52,CALM,0 ,0 ,29.03,0,Cloudy
10/28/2023,7:53:00 PM,76,59,56,CALM,0 ,0 ,29.03,0,Fair
10/28/2023,8:53:00 PM,74,59,59,CALM,0 ,0 ,29.04,0,Mostly Cloudy
10/28/2023,9:53:00 PM,70,60,71,E,3 ,0 ,29.04,0,Partly Cloudy
10/28/2023,10:53:00 PM,70,60,71,WSW,5 ,0 ,29.05,0,Partly Cloudy
10/28/2023,11:53:00 PM,70,60,71,SSW,5 ,0 ,29.05,0,Cloudy
10/28/2023,12:53:00 AM,66,53,63,SSW,5 ,0 ,29.15,0,Partly Cloudy
10/28/2023,1:53:00 AM,63,53,70,CALM,0 ,0 ,29.16,0,Mostly Cloudy
10/28/2023,2:53:00 AM,60,53,78,CALM,0 ,0 ,29.15,0,Cloudy
10/28/2023,3:53:00 AM,57,52,83,CALM,0 ,0 ,29.16,0,Cloudy
10/28/2023,4:53:00 AM,56,52,87,NE,5 ,0 ,29.16,0,Cloudy
10/28/2023,5:53:00 AM,56,53,90,CALM,0 ,0 ,29.17,0,Cloudy
10/28/2023,6:53:00 AM,57,53,87,CALM,0 ,0 ,29.18,0,Cloudy
10/28/2023,7:53:00 AM,57,53,87,S,5 ,0 ,29.19,0,Mostly Cloudy
10/28/2023,8:53:00 AM,58,54,87,CALM,0 ,0 ,29.21,0,Cloudy
10/28/2023,9:53:00 AM,62,55,78,ENE,3 ,0 ,29.22,0,Mostly Cloudy
10/28/2023,10:53:00 AM,67,56,68,CALM,0 ,0 ,29.21,0,Mostly Cloudy
10/28/2023,11:53:00 AM,72,58,61,CALM,0 ,0 ,29.21,0,Mostly Cloudy
10/27/2023,12:53:00 PM,75,59,57,SSW,7 ,0 ,29.19,0,Mostly Cloudy
10/27/2023,1:53:00 PM,78,58,50,WSW,10 ,0 ,29.16,0,Mostly Cloudy
10/27/2023,2:53:00 PM,76,58,54,W,12 ,0 ,29.15,0,Cloudy
10/27/2023,3:53:00 PM,77,58,52,WSW,8 ,0 ,29.13,0,Cloudy
10/27/2023,4:53:00 PM,77,59,54,WNW,7 ,0 ,29.13,0,Mostly Cloudy
10/27/2023,5:53:00 PM,76,59,56,W,5 ,0 ,29.12,0,Mostly Cloudy
10/27/2023,6:53:00 PM,72,59,64,CALM,0 ,0 ,29.12,0,Mostly Cloudy
10/27/2023,7:53:00 PM,70,59,68,CALM,0 ,0 ,29.12,0,Partly Cloudy
10/27/2023,8:53:00 PM,69,59,70,CALM,0 ,0 ,29.13,0,Partly Cloudy
10/27/2023,9:53:00 PM,66,59,78,SSE,3 ,0 ,29.13,0,Fair
10/27/2023,10:53:00 PM,65,58,78,CALM,0 ,0 ,29.14,0,Fair
10/27/2023,11:53:00 PM,63,58,84,SSE,3 ,0 ,29.14,0,Fair
10/27/2023,12:53:00 AM,57,50,77,CALM,0 ,0 ,29.23,0,Fair
10/27/2023,1:53:00 AM,55,49,80,CALM,0 ,0 ,29.22,0,Fair
10/27/2023,2:53:00 AM,53,48,83,ENE,3 ,0 ,29.21,0,Partly Cloudy
10/27/2023,3:53:00 AM,52,48,86,NNE,5 ,0 ,29.21,0,Partly Cloudy
10/27/2023,4:53:00 AM,52,49,89,N,3 ,0 ,29.21,0,Partly Cloudy
10/27/2023,5:53:00 AM,50,48,93,ENE,5 ,0 ,29.22,0,Partly Cloudy
10/27/2023,6:53:00 AM,51,48,89,CALM,0 ,0 ,29.23,0,Partly Cloudy
10/27/2023,7:53:00 AM,52,49,89,CALM,0 ,0 ,29.24,0,Mostly Cloudy
10/27/2023,8:53:00 AM,53,50,89,ENE,5 ,0 ,29.25,0,Cloudy
10/27/2023,9:53:00 AM,57,50,77,N,3 ,0 ,29.26,0,Cloudy
10/27/2023,10:53:00 AM,66,51,59,NNE,5 ,0 ,29.26,0,Mostly Cloudy
10/27/2023,11:53:00 AM,70,53,55,VAR,3 ,0 ,29.25,0,Fair
10/26/2023,12:53:00 PM,75,55,50,W,5 ,0 ,29.22,0,Fair
10/26/2023,1:53:00 PM,79,55,44,SW,7 ,0 ,29.18,0,Mostly Cloudy
10/26/2023,2:53:00 PM,80,54,40,WSW,9 ,16 ,29.15,0,Partly Cloudy
10/26/2023,3:53:00 PM,80,54,40,VAR,5 ,0 ,29.13,0,Partly Cloudy
10/26/2023,4:53:00 PM,80,53,39,WSW,8 ,0 ,29.12,0,Fair
10/26/2023,5:53:00 PM,78,53,42,SSW,8 ,0 ,29.12,0,Partly Cloudy
10/26/2023,6:53:00 PM,73,53,49,SW,8 ,0 ,29.12,0,Partly Cloudy
10/26/2023,7:53:00 PM,69,53,57,SW,8 ,0 ,29.13,0,Fair
10/26/2023,8:53:00 PM,67,54,63,SSW,9 ,0 ,29.14,0,Partly Cloudy
10/26/2023,9:53:00 PM,67,53,61,S,7 ,0 ,29.14,0,Partly Cloudy
10/26/2023,10:53:00 PM,66,53,63,S,5 ,0 ,29.16,0,Partly Cloudy
10/26/2023,11:53:00 PM,65,53,65,SSW,3 ,0 ,29.16,0,Fair
10/26/2023,12:53:00 AM,54,44,69,W,3 ,0 ,29.23,0,Partly Cloudy
10/26/2023,1:53:00 AM,49,44,83,CALM,0 ,0 ,29.23,0,Partly Cloudy
10/26/2023,2:53:00 AM,49,45,86,E,3 ,0 ,29.25,0,Partly Cloudy
10/26/2023,3:53:00 AM,49,45,86,NE,5 ,0 ,29.25,0,Fair
10/26/2023,4:53:00 AM,47,44,90,CALM,0 ,0 ,29.26,0,Fair
10/26/2023,5:53:00 AM,45,43,93,CALM,0 ,0 ,29.27,0,Fair
10/26/2023,6:53:00 AM,43,41,93,CALM,0 ,0 ,29.28,0,Fair
10/26/2023,7:53:00 AM,45,41,86,CALM,0 ,0 ,29.29,0,Fair
10/26/2023,8:53:00 AM,48,44,86,CALM,0 ,0 ,29.32,0,Fair
10/26/2023,9:53:00 AM,54,47,77,E,3 ,0 ,29.33,0,Fair
10/26/2023,10:53:00 AM,61,45,56,N,3 ,0 ,29.33,0,Fair
10/26/2023,11:53:00 AM,66,42,42,VAR,6 ,0 ,29.32,0,Fair
10/25/2023,12:53:00 PM,70,43,38,CALM,0 ,0 ,29.3,0,Fair
10/25/2023,1:53:00 PM,72,43,35,CALM,0 ,0 ,29.27,0,Fair
10/25/2023,2:53:00 PM,75,45,34,W,5 ,0 ,29.22,0,Fair
10/25/2023,3:53:00 PM,77,48,36,VAR,3 ,0 ,29.2,0,Fair
10/25/2023,4:53:00 PM,77,49,37,ENE,3 ,0 ,29.19,0,Fair
10/25/2023,5:53:00 PM,76,49,38,NE,5 ,0 ,29.19,0,Fair
10/25/2023,6:53:00 PM,71,49,45,NE,6 ,0 ,29.19,0,Fair
10/25/2023,7:53:00 PM,68,49,50,ENE,5 ,0 ,29.2,0,Fair
10/25/2023,8:53:00 PM,67,49,52,CALM,0 ,0 ,29.22,0,Fair
10/25/2023,9:53:00 PM,62,50,65,CALM,0 ,0 ,29.23,0,Fair
10/25/2023,10:53:00 PM,59,50,72,SSE,3 ,0 ,29.24,0,Fair
10/25/2023,11:53:00 PM,61,51,70,SSW,3 ,0 ,29.24,0,Fair
10/25/2023,12:53:00 AM,50,45,83,N,3 ,0 ,29.17,0,Partly Cloudy
10/25/2023,1:53:00 AM,49,46,90,NNW,3 ,0 ,29.18,0,Fair
10/25/2023,2:53:00 AM,49,45,86,NE,3 ,0 ,29.18,0,Mostly Cloudy
10/25/2023,3:53:00 AM,48,44,86,NNE,3 ,0 ,29.18,0,Mostly Cloudy
10/25/2023,4:53:00 AM,48,44,86,CALM,0 ,0 ,29.2,0,Partly Cloudy
10/25/2023,5:53:00 AM,47,44,90,CALM,0 ,0 ,29.23,0,Partly Cloudy
10/25/2023,6:53:00 AM,44,42,93,ENE,5 ,0 ,29.24,0,Mostly Cloudy
10/25/2023,7:53:00 AM,46,44,93,CALM,0 ,0 ,29.26,0,Mostly Cloudy
10/25/2023,8:53:00 AM,48,45,89,CALM,0 ,0 ,29.29,0,Mostly Cloudy
10/25/2023,9:53:00 AM,53,47,80,NNE,3 ,0 ,29.3,0,Mostly Cloudy
10/25/2023,10:53:00 AM,62,48,60,NNE,5 ,0 ,29.3,0,Mostly Cloudy
10/25/2023,11:53:00 AM,65,47,52,NNW,5 ,0 ,29.31,0,Fair
10/24/2023,12:53:00 PM,67,47,49,VAR,3 ,0 ,29.28,0,Fair
10/24/2023,1:53:00 PM,72,45,38,CALM,0 ,0 ,29.24,0,Fair
10/24/2023,2:53:00 PM,75,44,33,NNE,6 ,0 ,29.22,0,Fair
10/24/2023,3:53:00 PM,76,44,32,NW,5 ,0 ,29.21,0,Fair
10/24/2023,4:53:00 PM,76,44,32,WSW,3 ,0 ,29.2,0,Fair
10/24/2023,5:53:00 PM,75,44,33,WNW,7 ,0 ,29.19,0,Fair
10/24/2023,6:53:00 PM,69,45,42,NW,3 ,0 ,29.2,0,Fair
10/24/2023,7:53:00 PM,64,45,50,ENE,6 ,0 ,29.2,0,Fair
10/24/2023,8:53:00 PM,60,47,62,CALM,0 ,0 ,29.2,0,Fair
10/24/2023,9:53:00 PM,60,46,60,CALM,0 ,0 ,29.21,0,Fair
10/24/2023,10:53:00 PM,59,46,62,CALM,0 ,0 ,29.22,0,Partly Cloudy
10/24/2023,11:53:00 PM,56,46,69,WSW,3 ,0 ,29.23,0,Partly Cloudy
10/24/2023,12:53:00 AM,48,43,83,NE,5 ,0 ,29.09,0,Fair
10/24/2023,1:53:00 AM,48,43,83,NNE,6 ,0 ,29.1,0,Fair
10/24/2023,2:53:00 AM,44,42,93,NNE,6 ,0 ,29.09,0,Fair
10/24/2023,3:53:00 AM,47,43,86,N,7 ,0 ,29.09,0,Fair
10/24/2023,4:53:00 AM,44,42,93,NNE,6 ,0 ,29.1,0,Fair
10/24/2023,5:53:00 AM,44,42,93,N,5 ,0 ,29.11,0,Fair
10/24/2023,6:53:00 AM,43,41,93,ENE,5 ,0 ,29.12,0,Fair
10/24/2023,7:53:00 AM,42,40,92,CALM,0 ,0 ,29.13,0,Partly Cloudy
10/24/2023,8:53:00 AM,43,42,97,CALM,0 ,0 ,29.15,0,Partly Cloudy
10/24/2023,9:46:00 AM,47,44,90,E,3 ,0 ,29.17,0,Partly Cloudy
10/24/2023,9:53:00 AM,47,44,90,E,3 ,0 ,29.17,0,Partly Cloudy
10/24/2023,10:53:00 AM,52,45,77,ENE,6 ,0 ,29.18,0,Partly Cloudy
10/23/2024,11:53:00 AM,58,45,62,CALM,0 ,0 ,29.18,0,Partly Cloudy
10/23/2024,12:53:00 PM,63,45,52,CALM,0 ,0 ,29.17,0,Mostly Cloudy
10/23/2024,1:53:00 PM,67,44,44,NNE,3 ,0 ,29.15,0,Mostly Cloudy
10/23/2024,2:53:00 PM,70,42,36,SSW,6 ,0 ,29.12,0,Mostly Cloudy
10/23/2024,3:53:00 PM,73,42,33,CALM,0 ,0 ,29.12,0,Mostly Cloudy
10/23/2024,4:53:00 PM,71,43,36,NNE,6 ,0 ,29.11,0,Mostly Cloudy
10/23/2024,5:53:00 PM,69,44,40,N,5 ,0 ,29.12,0,Mostly Cloudy
10/23/2024,6:53:00 PM,66,43,43,N,5 ,0 ,29.12,0,Mostly Cloudy
10/23/2024,7:53:00 PM,61,46,58,ENE,5 ,0 ,29.13,0,Partly Cloudy
10/23/2024,8:53:00 PM,58,46,65,CALM,0 ,0 ,29.14,0,Partly Cloudy
10/23/2024,9:53:00 PM,55,45,69,ENE,3 ,0 ,29.15,0,Partly Cloudy
10/23/2024,10:53:00 PM,54,45,72,CALM,0 ,0 ,29.17,0,Partly Cloudy
10/23/2024,11:17:00 PM,53,45,74,CALM,0 ,0 ,29.17,0,Partly Cloudy
10/23/2024,11:53:00 PM,52,46,80,CALM,0 ,0 ,29.17,0,Partly Cloudy
10/23/2024,12:53:00 AM,58,44,60,SW,6 ,0 ,28.79,0,Fair
10/23/2024,1:53:00 AM,57,45,64,WSW,9 ,0 ,28.81,0,Fair
10/23/2024,2:53:00 AM,58,45,62,WNW,7 ,0 ,28.82,0,Fair
10/23/2024,3:53:00 AM,57,45,64,WSW,6 ,0 ,28.84,0,Fair
10/23/2024,4:53:00 AM,54,44,69,W,6 ,0 ,28.85,0,Fair
10/23/2024,5:53:00 AM,51,44,77,CALM,0 ,0 ,28.88,0,Fair
10/23/2024,6:53:00 AM,51,44,77,CALM,0 ,0 ,28.9,0,Fair
10/23/2024,7:53:00 AM,49,43,80,NW,3 ,0 ,28.92,0,Fair
10/23/2024,8:53:00 AM,52,46,80,WNW,3 ,0 ,28.94,0,Fair
10/23/2024,9:53:00 AM,59,44,58,NNW,7 ,0 ,28.97,0,Fair
10/23/2024,10:53:00 AM,62,42,48,N,8 ,0 ,28.98,0,Fair
10/23/2024,11:53:00 AM,63,41,45,ENE,6 ,0 ,28.99,0,Fair
10/22/2023,12:53:00 PM,65,42,43,N,9 ,0 ,28.98,0,Fair
10/22/2023,1:53:00 PM,67,43,42,CALM,0 ,0 ,28.97,0,Fair
10/22/2023,2:53:00 PM,68,43,40,NE,9 ,17 ,28.97,0,Fair
10/22/2023,3:53:00 PM,69,42,38,N,8 ,0 ,28.96,0,Fair
10/22/2023,4:53:00 PM,68,43,40,NE,7 ,0 ,28.98,0,Fair
10/22/2023,5:53:00 PM,66,44,45,N,10 ,0 ,28.98,0,Fair
10/22/2023,6:53:00 PM,61,44,54,N,13 ,0 ,29,0,Fair
10/22/2023,7:53:00 PM,57,44,62,N,9 ,0 ,29.03,0,Fair
10/22/2023,8:53:00 PM,55,44,67,NE,7 ,0 ,29.05,0,Fair
10/22/2023,9:53:00 PM,52,43,71,ENE,6 ,0 ,29.05,0,Fair
10/22/2023,10:53:00 PM,52,43,71,CALM,0 ,0 ,29.08,0,Fair
10/22/2023,11:53:00 PM,50,43,77,NNE,5 ,0 ,29.08,0,Fair
10/22/2023,12:53:00 AM,52,43,71,WSW,6 ,0 ,28.76,0,Fair
10/22/2023,1:53:00 AM,53,42,66,S,3 ,0 ,28.76,0,Fair
10/22/2023,2:53:00 AM,50,42,74,W,8 ,0 ,28.77,0,Fair
10/22/2023,3:53:00 AM,47,41,80,CALM,0 ,0 ,28.76,0,Fair
10/22/2023,4:53:00 AM,46,41,83,WSW,3 ,0 ,28.78,0,Fair
10/22/2023,5:53:00 AM,45,41,86,CALM,0 ,0 ,28.79,0,Fair
10/22/2023,6:53:00 AM,43,41,93,SSW,6 ,0 ,28.81,0,Fair
10/22/2023,7:53:00 AM,42,39,89,SSW,6 ,0 ,28.83,0,Fair
10/22/2023,8:53:00 AM,48,42,80,SSW,8 ,0 ,28.84,0,Fair
10/22/2023,9:53:00 AM,53,44,71,SW,5 ,0 ,28.86,0,Fair
10/22/2023,10:53:00 AM,59,42,53,WSW,7 ,0 ,28.86,0,Fair
10/22/2023,11:53:00 AM,62,42,48,VAR,5 ,0 ,28.84,0,Fair
10/21/2023,12:53:00 PM,65,42,43,SW,5 ,0 ,28.83,0,Fair
10/21/2023,1:53:00 PM,68,42,39,SW,6 ,0 ,28.79,0,Fair
10/21/2023,2:53:00 PM,70,41,35,SSW,10 ,17 ,28.76,0,Fair
10/21/2023,3:53:00 PM,71,42,35,SSW,12 ,22 ,28.74,0,Fair
10/21/2023,4:53:00 PM,71,41,34,SSW,18 ,24 ,28.71,0,Fair
10/21/2023,5:53:00 PM,70,41,35,SSW,15 ,25 ,28.7,0,Fair
10/21/2023,6:53:00 PM,66,42,42,SSW,9 ,0 ,28.72,0,Fair
10/21/2023,7:53:00 PM,64,43,46,SSW,10 ,0 ,28.74,0,Fair
10/21/2023,8:53:00 PM,62,44,52,SSW,10 ,0 ,28.74,0,Fair
10/21/2023,9:53:00 PM,63,44,50,SW,12 ,0 ,28.75,0,Fair
10/21/2023,10:53:00 PM,62,44,52,SW,10 ,0 ,28.77,0,Fair
10/21/2023,11:53:00 PM,60,44,55,SW,9 ,0 ,28.78,0,Fair
